 Produto interno bruto per capita - 2010 a 2013, referência 2010 - Brasil
PIB per capita por Município
Período:2010
"Município";"PIB_per_capita"
"432254 VALE REAL";11489,79
"432255 VANINI";15403,20
"432260 VENANCIO AIRES";26139,56
"432270 VERA CRUZ";16218,07
"432280 VERANOPOLIS";26856,10
"432285 VESPASIANO CORREA";17412,24
"432290 VIADUTOS";11076,44
"432300 VIAMAO";8159,96
"432310 VICENTE DUTRA";8701,86
"432320 VICTOR GRAEFF";24283,09
"432330 VILA FLORES";27349,45
"432335 VILA LANGARO";20019,62
"432340 VILA MARIA";26844,95
"432345 VILA NOVA DO SUL";11040,20
"432350 VISTA ALEGRE";13855,12
"432360 VISTA ALEGRE DO PRATA";22016,53
"432370 VISTA GAUCHA";13221,75
"432375 VITORIA DAS MISSOES";11789,92
"432377 WESTFALIA";23919,47
"432380 XANGRI-LA";16784,89
"500020 AGUA CLARA";23480,75
"500025 ALCINOPOLIS";22659,99
"500060 AMAMBAI";11568,56
"500070 ANASTACIO";8588,80
"500080 ANAURILANDIA";13817,08
"500085 ANGELICA";27128,82
"500090 ANTONIO JOAO";17820,07
"500100 APARECIDA DO TABOADO";22263,64
"500110 AQUIDAUANA";11711,77
"500124 ARAL MOREIRA";20920,02
"500150 BANDEIRANTES";19898,30
"500190 BATAGUASSU";23115,68
"500200 BATAYPORA";19282,04
"500210 BELA VISTA";10906,65
"500215 BODOQUENA";17742,97
"500220 BONITO";14020,82
"500230 BRASILANDIA";28407,07
"500240 CAARAPO";20499,70
"500260 CAMAPUA";16501,54
"500270 CAMPO GRANDE";19228,37
"500280 CARACOL";13757,37
"500290 CASSILANDIA";15589,91
"500295 CHAPADAO DO SUL";39066,55
"500310 CORGUINHO";13184,33
"500315 CORONEL SAPUCAIA";7142,42
"500320 CORUMBA";18035,96
"500325 COSTA RICA";27627,39
"500330 COXIM";16551,70
"500345 DEODAPOLIS";10310,10
"500348 DOIS IRMAOS DO BURITI";9479,87
"500350 DOURADINA";10712,43
"500370 DOURADOS";19266,09
"500375 ELDORADO";16289,36
"500380 FATIMA DO SUL";10329,14
"500390 FIGUEIRAO";18090,43
"500400 GLORIA DE DOURADOS";9239,53
"500410 GUIA LOPES DA LAGUNA";10650,73
"500430 IGUATEMI";15110,79
"500440 INOCENCIA";19542,48
"500450 ITAPORA";14076,65
"500460 ITAQUIRAI";14324,42
"500470 IVINHEMA";14112,32
"500480 JAPORA";5875,49
"500490 JARAGUARI";15149,79
"500500 JARDIM";10773,60
"500510 JATEI";22038,32
"500515 JUTI";16787,06
"500520 LADARIO";7123,47
"500525 LAGUNA CARAPA";31066,76
"500540 MARACAJU";29706,77
"500560 MIRANDA";10680,46
"500568 MUNDO NOVO";13120,35
"500570 NAVIRAI";17528,17
"500580 NIOAQUE";10083,44
"500600 NOVA ALVORADA DO SUL";27908,15
"500620 NOVA ANDRADINA";19045,56
"500625 NOVO HORIZONTE DO SUL";14379,60
"500630 PARANAIBA";15247,83
"500635 PARANHOS";6316,58
"500640 PEDRO GOMES";14981,35
"500660 PONTA PORA";13508,95
"500690 PORTO MURTINHO";14953,02
"500710 RIBAS DO RIO PARDO";17094,41
"500720 RIO BRILHANTE";33869,69
"500730 RIO NEGRO";10922,08
"500740 RIO VERDE DE MATO GROSSO";13111,19
"500750 ROCHEDO";17481,61
"500755 SANTA RITA DO PARDO";20647,19
"500769 SAO GABRIEL DO OESTE";28351,21
"500770 SETE QUEDAS";9457,14
"500780 SELVIRIA";225903,32
"500790 SIDROLANDIA";18162,31
"500793 SONORA";21156,82
"500795 TACURU";10148,87
"500797 TAQUARUSSU";21383,59
"500800 TERENOS";12955,00
"500830 TRES LAGOAS";38368,38
"500840 VICENTINA";14272,90
"510010 ACORIZAL";5940,33
"510020 AGUA BOA";17119,43
"510025 ALTA FLORESTA";13957,11
"510030 ALTO ARAGUAIA";36562,21
"510035 ALTO BOA VISTA";7745,10
"510040 ALTO GARCAS";26028,62
"510050 ALTO PARAGUAI";5611,54
"510060 ALTO TAQUARI";48532,18
"510080 APIACAS";11129,08
"510100 ARAGUAIANA";12926,89
"510120 ARAGUAINHA";10627,10
"510125 ARAPUTANGA";16516,18
"510130 ARENAPOLIS";8434,18
"510140 ARIPUANA";14590,88
"510160 BARAO DE MELGACO";6982,30
"510170 BARRA DO BUGRES";21928,41
"510180 BARRA DO GARCAS";15751,93
"510185 BOM JESUS DO ARAGUAIA";11701,83
"510190 BRASNORTE";18190,58
"510250 CACERES";10270,63
"510260 CAMPINAPOLIS";7686,47
"510263 CAMPO NOVO DO PARECIS";35984,95
"510267 CAMPO VERDE";29539,20
"510268 CAMPOS DE JULIO";60783,26
"510269 CANABRAVA DO NORTE";9177,84
"510270 CANARANA";17550,39
"510279 CARLINDA";7004,03
"510285 CASTANHEIRA";9988,71
"510300 CHAPADA DOS GUIMARAES";10634,89
"510305 CLAUDIA";12882,18
"510310 COCALINHO";13797,75
"510320 COLIDER";13961,08
"510325 COLNIZA";8484,27
"510330 COMODORO";13307,90
"510335 CONFRESA";7649,72
"510336 CONQUISTA D'OESTE";15111,96
"510337 COTRIGUACU";7727,54
"510340 CUIABA";22929,66
"510343 CURVELANDIA";8628,95
"510345 DENISE";26527,04
"510350 DIAMANTINO";35715,02
"510360 DOM AQUINO";22889,83
"510370 FELIZ NATAL";12355,23
"510380 FIGUEIROPOLIS D'OESTE";10935,22
"510385 GAUCHA DO NORTE";14162,30
"510390 GENERAL CARNEIRO";17117,31
"510395 GLORIA D'OESTE";11881,07
"510410 GUARANTA DO NORTE";9617,60
"510420 GUIRATINGA";13549,54
"510450 INDIAVAI";11785,39
"510452 IPIRANGA DO NORTE";40800,76
"510454 ITANHANGA";16363,47
"510455 ITAUBA";13998,85
"510460 ITIQUIRA";49348,89
"510480 JACIARA";17013,81
"510490 JANGADA";13500,59
"510500 JAURU";11063,78
"510510 JUARA";14169,53
"510515 JUINA";12203,83
"510517 JURUENA";8584,25
"510520 JUSCIMEIRA";11280,82
"510523 LAMBARI D'OESTE";28458,79
"510525 LUCAS DO RIO VERDE";29588,13
"510530 LUCIARA";7758,35
"510550 VILA BELA DA SANTISSIMA TRINDADE";14927,12
"510558 MARCELANDIA";11335,98
"510560 MATUPA";16737,33
"510562 MIRASSOL D'OESTE";13751,38
"510590 NOBRES";22866,35
"510600 NORTELANDIA";8523,79
"510610 NOSSA SENHORA DO LIVRAMENTO";7174,20
"510615 NOVA BANDEIRANTES";10198,31
"510617 NOVA NAZARE";8022,54
"510618 NOVA LACERDA";20339,82
"510619 NOVA SANTA HELENA";10326,77
"510620 NOVA BRASILANDIA";8340,17
"510621 NOVA CANAA DO NORTE";11860,59
"510622 NOVA MUTUM";35498,95
"510623 NOVA OLIMPIA";21405,64
"510624 NOVA UBIRATA";28715,28
"510625 NOVA XAVANTINA";11917,26
"510626 NOVO MUNDO";10836,14
"510627 NOVO HORIZONTE DO NORTE";7619,24
"510628 NOVO SAO JOAQUIM";25737,77
"510629 PARANAITA";9984,85
"510630 PARANATINGA";15946,74
"510631 NOVO SANTO ANTONIO";8635,25
"510637 PEDRA PRETA";26618,93
"510642 PEIXOTO DE AZEVEDO";6708,39
"510645 PLANALTO DA SERRA";10030,09
"510650 POCONE";8601,56
"510665 PONTAL DO ARAGUAIA";7442,73
"510670 PONTE BRANCA";8030,59
"510675 PONTES E LACERDA";12439,58
"510677 PORTO ALEGRE DO NORTE";6958,68
"510680 PORTO DOS GAUCHOS";15386,96
"510682 PORTO ESPERIDIAO";11495,67
"510685 PORTO ESTRELA";8455,03
"510700 POXOREO";15132,86
"510704 PRIMAVERA DO LESTE";29318,85
"510706 QUERENCIA";24667,85
"510710 SAO JOSE DOS QUATRO MARCOS";11447,88
"510715 RESERVA DO CABACAL";27295,80
"510718 RIBEIRAO CASCALHEIRA";10894,74
"510719 RIBEIRAOZINHO";12401,44
"510720 RIO BRANCO";9294,23
"510724 SANTA CARMEM";17916,63
"510726 SANTO AFONSO";8282,06
"510729 SAO JOSE DO POVO";6781,79
"510730 SAO JOSE DO RIO CLARO";18973,78
"510735 SAO JOSE DO XINGU";14504,51
"510740 SAO PEDRO DA CIPA";7346,20
"510757 RONDOLANDIA";14129,09
"510760 RONDONOPOLIS";24844,09
"510770 ROSARIO OESTE";7958,55
"510774 SANTA CRUZ DO XINGU";13272,44
"510775 SALTO DO CEU";8945,57
"510776 SANTA RITA DO TRIVELATO";68828,01
"510777 SANTA TEREZINHA";6334,87
"510779 SANTO ANTONIO DO LESTE";37405,10
"510780 SANTO ANTONIO DO LEVERGER";9667,72
"510785 SAO FELIX DO ARAGUAIA";11084,25
"510787 SAPEZAL";45107,74
"510788 SERRA NOVA DOURADA";10073,64
"510790 SINOP";19927,85
"510792 SORRISO";27569,58
"510794 TABAPORA";13325,73
"510795 TANGARA DA SERRA";16991,06
"510800 TAPURAH";24393,70
"510805 TERRA NOVA DO NORTE";11301,66
"510810 TESOURO";14612,51
"510820 TORIXOREU";11618,05
"510830 UNIAO DO SUL";14996,97
"510835 VALE DE SAO DOMINGOS";10037,97
"510840 VARZEA GRANDE";15610,05
"510850 VERA";17505,65
"510860 VILA RICA";11684,95
"510880 NOVA GUARITA";9195,82
"510885 NOVA MARILANDIA";17164,39
"510890 NOVA MARINGA";20950,24
"510895 NOVA MONTE VERDE";12381,32
"520005 ABADIA DE GOIAS";10547,07
"520010 ABADIANIA";8448,04
"520013 ACREUNA";14759,00
"520015 ADELANDIA";8166,95
"520017 AGUA FRIA DE GOIAS";23200,89
"520020 AGUA LIMPA";14400,15
"520025 AGUAS LINDAS DE GOIAS";4876,71
"520030 ALEXANIA";13955,53
"520050 ALOANDIA";10183,90
"520055 ALTO HORIZONTE";176061,50
"520060 ALTO PARAISO DE GOIAS";9392,88
"520080 ALVORADA DO NORTE";9055,69
"520082 AMARALINA";9643,44
"520085 AMERICANO DO BRASIL";12900,23
"520090 AMORINOPOLIS";9557,55
"520110 ANAPOLIS";33255,10
"520120 ANHANGUERA";10897,50
"520130 ANICUNS";15453,81
"520140 APARECIDA DE GOIANIA";13246,52
"520145 APARECIDA DO RIO DOCE";18104,36
"520150 APORE";18858,83
"520160 ARACU";8038,74
"520170 ARAGARCAS";6086,79
"520180 ARAGOIANIA";6499,31
"520215 ARAGUAPAZ";9462,21
"520235 ARENOPOLIS";13387,08
"520250 ARUANA";11604,81
"520260 AURILANDIA";8885,80
"520280 AVELINOPOLIS";13236,78
"520310 BALIZA";8668,07
"520320 BARRO ALTO";14809,94
"520330 BELA VISTA DE GOIAS";14832,14
"520340 BOM JARDIM DE GOIAS";9917,68
"520350 BOM JESUS DE GOIAS";14455,66
"520355 BONFINOPOLIS";6175,87
"520357 BONOPOLIS";10913,37
"520360 BRAZABRANTES";11600,61
"520380 BRITANIA";10517,22
"520390 BURITI ALEGRE";17711,90
"520393 BURITI DE GOIAS";8370,86
"520396 BURITINOPOLIS";5371,20
"520400 CABECEIRAS";18120,97
"520410 CACHOEIRA ALTA";11129,37
"520420 CACHOEIRA DE GOIAS";11678,53
"520425 CACHOEIRA DOURADA";60465,45
"520430 CACU";27722,91
"520440 CAIAPONIA";20863,11
"520450 CALDAS NOVAS";16400,49
"520455 CALDAZINHA";7906,32
"520460 CAMPESTRE DE GOIAS";8176,37
"520465 CAMPINACU";8479,46
"520470 CAMPINORTE";10295,15
"520480 CAMPO ALEGRE DE GOIAS";32484,14
"520485 CAMPO LIMPO DE GOIAS";8335,91
"520490 CAMPOS BELOS";7906,84
"520495 CAMPOS VERDES";6449,57
"520500 CARMO DO RIO VERDE";20504,01
"520505 CASTELANDIA";13287,27
"520510 CATALAO";59831,63
"520520 CATURAI";7607,56
"520530 CAVALCANTE";31836,11
"520540 CERES";13550,89
"520545 CEZARINA";42836,13
"520547 CHAPADAO DO CEU";134306,98
"520549 CIDADE OCIDENTAL";6022,87
"520551 COCALZINHO DE GOIAS";9518,57
"520552 COLINAS DO SUL";7270,46
"520570 CORREGO DO OURO";11369,14
"520580 CORUMBA DE GOIAS";6423,57
"520590 CORUMBAIBA";28717,89
"520620 CRISTALINA";22869,13
"520630 CRISTIANOPOLIS";14934,62
"520640 CRIXAS";16196,13
"520650 CROMINIA";10561,30
"520660 CUMARI";14905,44
"520670 DAMIANOPOLIS";5482,05
"520680 DAMOLANDIA";7967,43
"520690 DAVINOPOLIS";18384,56
"520710 DIORAMA";9826,75
"520725 DOVERLANDIA";13575,59
"520735 EDEALINA";18450,98
"520740 EDEIA";31392,95
"520750 ESTRELA DO NORTE";9483,79
"520753 FAINA";9069,65
"520760 FAZENDA NOVA";9321,49
"520780 FIRMINOPOLIS";6832,22
"520790 FLORES DE GOIAS";6756,76
"520800 FORMOSA";10897,32
"520810 FORMOSO";6972,32
"520815 GAMELEIRA DE GOIAS";23286,53
"520830 DIVINOPOLIS DE GOIAS";7116,64
"520840 GOIANAPOLIS";7958,15
"520850 GOIANDIRA";10479,78
"520860 GOIANESIA";10962,86
"520870 GOIANIA";22502,18
"520880 GOIANIRA";9807,80
"520890 GOIAS";9544,53
"520910 GOIATUBA";21409,18
"520915 GOUVELANDIA";15256,67
"520920 GUAPO";8376,10
"520929 GUARAITA";7705,65
"520940 GUARANI DE GOIAS";6124,86
"520945 GUARINOS";7621,10
"520960 HEITORAI";7680,68
"520970 HIDROLANDIA";14707,48
"520980 HIDROLINA";8588,55
"520990 IACIARA";6444,65
"520993 INACIOLANDIA";14492,20
"520995 INDIARA";13778,13
"521000 INHUMAS";11738,75
"521010 IPAMERI";27958,79
"521015 IPIRANGA DE GOIAS";7816,40
"521020 IPORA";9495,62
"521030 ISRAELANDIA";9308,17
"521040 ITABERAI";14303,20
"521056 ITAGUARI";8037,12
"521060 ITAGUARU";8036,37
"521080 ITAJA";13179,59
"521090 ITAPACI";10276,16
"521100 ITAPIRAPUA";11408,09
"521120 ITAPURANGA";8448,30
"521130 ITARUMA";16036,62
"521140 ITAUCU";8550,64
"521150 ITUMBIARA";24185,57
"521160 IVOLANDIA";11699,92
"521170 JANDAIA";24287,59
"521180 JARAGUA";9014,72
"521190 JATAI";25003,50
"521200 JAUPACI";8051,78
"521205 JESUPOLIS";6664,33
"521210 JOVIANIA";13231,09
"521220 JUSSARA";12369,20
"521225 LAGOA SANTA";15593,36
"521230 LEOPOLDO DE BULHOES";13870,33
"521250 LUZIANIA";12462,84
"521260 MAIRIPOTABA";13034,01
"521270 MAMBAI";5280,87
"521280 MARA ROSA";9288,44
"521290 MARZAGAO";13637,66
"521295 MATRINCHA";11112,01
"521300 MAURILANDIA";8379,00
"521305 MIMOSO DE GOIAS";11411,45
"521308 MINACU";29890,45
"521310 MINEIROS";21703,33
"521340 MOIPORA";10561,83
"521350 MONTE ALEGRE DE GOIAS";6136,86
"521370 MONTES CLAROS DE GOIAS";16150,11
"521375 MONTIVIDIU";36201,10
"521377 MONTIVIDIU DO NORTE";8057,30
"521380 MORRINHOS";15772,15
"521385 MORRO AGUDO DE GOIAS";8182,45
"521390 MOSSAMEDES";9379,61
"521400 MOZARLANDIA";19066,58
"521405 MUNDO NOVO";10446,89
"521410 MUTUNOPOLIS";8060,35
"521440 NAZARIO";11764,29
"521450 NEROPOLIS";15328,51
"521460 NIQUELANDIA";21148,14
"521470 NOVA AMERICA";8744,66
"521480 NOVA AURORA";10717,65
"521483 NOVA CRIXAS";15782,03
"521486 NOVA GLORIA";6942,82
"521487 NOVA IGUACU DE GOIAS";7524,52
"521490 NOVA ROMA";7669,41
"521500 NOVA VENEZA";9218,13
"521520 NOVO BRASIL";10474,27
"521523 NOVO GAMA";4993,80
"521525 NOVO PLANALTO";8717,65
"521530 ORIZONA";15324,76
"521540 OURO VERDE DE GOIAS";17330,68
"521550 OUVIDOR";51023,80
"521560 PADRE BERNARDO";7868,37
"521565 PALESTINA DE GOIAS";13364,30
"521570 PALMEIRAS DE GOIAS";20653,92
"521580 PALMELO";7773,82
"521590 PALMINOPOLIS";10172,99
"521600 PANAMA";17447,56
"521630 PARANAIGUARA";10233,17
"521640 PARAUNA";31228,39
"521645 PEROLANDIA";95894,38
"521680 PETROLINA DE GOIAS";9291,35
"521690 PILAR DE GOIAS";9474,32
"521710 PIRACANJUBA";16399,55
"521720 PIRANHAS";12956,45
"521730 PIRENOPOLIS";10106,24
"521740 PIRES DO RIO";13840,51
"521760 PLANALTINA";6145,64
"521770 PONTALINA";11634,32
"521800 PORANGATU";10985,82
"521805 PORTEIRAO";41960,81
"521810 PORTELANDIA";37777,13
"521830 POSSE";7440,16
"521839 PROFESSOR JAMIL";10134,01
"521850 QUIRINOPOLIS";17420,59
"521860 RIALMA";14929,25
"521870 RIANAPOLIS";21021,46
"521878 RIO QUENTE";34434,51
"521880 RIO VERDE";24666,49
"521890 RUBIATABA";12306,33
"521900 SANCLERLANDIA";12267,47
"521910 SANTA BARBARA DE GOIAS";14346,87
"521920 SANTA CRUZ DE GOIAS";17467,04
"521925 SANTA FE DE GOIAS";22540,02
"521930 SANTA HELENA DE GOIAS";14994,19
"521935 SANTA ISABEL";10300,55
"521940 SANTA RITA DO ARAGUAIA";9767,44
"521945 SANTA RITA DO NOVO DESTINO";11124,08
"521950 SANTA ROSA DE GOIAS";8132,73
"521960 SANTA TEREZA DE GOIAS";10027,55
"521970 SANTA TEREZINHA DE GOIAS";6917,99
"521971 SANTO ANTONIO DA BARRA";21089,70
"521973 SANTO ANTONIO DE GOIAS";11262,35
"521975 SANTO ANTONIO DO DESCOBERTO";4998,70
"521980 SAO DOMINGOS";9197,81
"521990 SAO FRANCISCO DE GOIAS";9113,33
"522000 SAO JOAO D'ALIANCA";11826,52
"522005 SAO JOAO DA PARAUNA";14323,37
"522010 SAO LUIS DE MONTES BELOS";15929,01
"522015 SAO LUIZ DO NORTE";9527,49
"522020 SAO MIGUEL DO ARAGUAIA";11663,09
"522026 SAO MIGUEL DO PASSA QUATRO";18137,16
"522028 SAO PATRICIO";9114,80
"522040 SAO SIMAO";66757,94
"522045 SENADOR CANEDO";11420,07
"522050 SERRANOPOLIS";28136,22
"522060 SILVANIA";15215,34
"522068 SIMOLANDIA";6573,04
"522070 SITIO D'ABADIA";7101,96
"522100 TAQUARAL DE GOIAS";8420,91
"522108 TERESINA DE GOIAS";4843,76
"522119 TEREZOPOLIS DE GOIAS";14523,41
"522130 TRES RANCHOS";9550,76
"522140 TRINDADE";9692,32
"522145 TROMBAS";7213,12
"522150 TURVANIA";11884,03
"522155 TURVELANDIA";64346,97
"522157 UIRAPURU";10050,89
"522160 URUACU";11931,28
"522170 URUANA";7483,32
"522180 URUTAI";16514,67
"522185 VALPARAISO DE GOIAS";8740,02
"522190 VARJAO";8708,09
"522200 VIANOPOLIS";13637,07
"522205 VICENTINOPOLIS";17567,86
"522220 VILA BOA";15932,41
"522230 VILA PROPICIO";17971,16
"530010 BRASILIA";56250,67
"Total";20371,64
 Fonte: IBGE, em parceria com os Órgãos Estaduais de Estatística, Secretarias Estaduais de Governo e Superintendência da Zona Franca
 de Manaus - SUFRAMA.
 Notas:
 
 Valores do PIB per capita estão em reais correntes. Os demais valores estão em milhares de reais correntes.
 Os valores do PIB per capita podem divergir do publicado em outras fontes, caso haja diferença
 nos valores estimados da população.
 Série histórica construída com a referência 2010.
 Para mais detalhes sobre a metodologia de cálculo, consulte o sítio do IBGE.
 
