 Produto interno bruto per capita - 2010 a 2013, referência 2010 - Brasil
PIB per capita por Município
Período:2010
"Município";"PIB_per_capita"
"292730 SALINAS DA MARGARIDA";5853,64
"292740 SALVADOR";15035,08
"292750 SANTA BARBARA";4742,15
"292760 SANTA BRIGIDA";3896,79
"292770 SANTA CRUZ CABRALIA";6457,98
"292780 SANTA CRUZ DA VITORIA";4795,09
"292790 SANTA INES";3669,50
"292800 SANTALUZ";4057,01
"292805 SANTA LUZIA";4472,55
"292810 SANTA MARIA DA VITORIA";5369,75
"292820 SANTANA";4966,35
"292830 SANTANOPOLIS";3641,18
"292840 SANTA RITA DE CASSIA";3991,45
"292850 SANTA TERESINHA";3588,69
"292860 SANTO AMARO";7398,19
"292870 SANTO ANTONIO DE JESUS";11901,18
"292880 SANTO ESTEVAO";8079,57
"292890 SAO DESIDERIO";34282,00
"292895 SAO DOMINGOS";3812,85
"292900 SAO FELIX";6689,14
"292905 SAO FELIX DO CORIBE";6142,83
"292910 SAO FELIPE";5048,91
"292920 SAO FRANCISCO DO CONDE";170609,05
"292925 SAO GABRIEL";3724,18
"292930 SAO GONCALO DOS CAMPOS";6626,32
"292935 SAO JOSE DA VITORIA";4232,38
"292937 SAO JOSE DO JACUIPE";4294,81
"292940 SAO MIGUEL DAS MATAS";5789,68
"292950 SAO SEBASTIAO DO PASSE";11356,44
"292960 SAPEACU";6246,63
"292970 SATIRO DIAS";4424,44
"292975 SAUBARA";6309,37
"292980 SAUDE";3748,19
"292990 SEABRA";5490,48
"293000 SEBASTIAO LARANJEIRAS";4360,26
"293010 SENHOR DO BONFIM";6990,78
"293015 SERRA DO RAMALHO";3854,84
"293020 SENTO SE";4080,65
"293030 SERRA DOURADA";4669,39
"293040 SERRA PRETA";3518,74
"293050 SERRINHA";6830,12
"293060 SERROLANDIA";3876,31
"293070 SIMOES FILHO";27981,70
"293075 SITIO DO MATO";4123,00
"293076 SITIO DO QUINTO";4543,08
"293077 SOBRADINHO";21480,84
"293080 SOUTO SOARES";3433,00
"293090 TABOCAS DO BREJO VELHO";4124,59
"293100 TANHACU";4203,55
"293105 TANQUE NOVO";4584,64
"293110 TANQUINHO";3862,73
"293120 TAPEROA";5604,77
"293130 TAPIRAMUTA";6147,89
"293135 TEIXEIRA DE FREITAS";9338,20
"293140 TEODORO SAMPAIO";5451,92
"293150 TEOFILANDIA";3598,42
"293160 TEOLANDIA";4614,49
"293170 TERRA NOVA";4915,06
"293180 TREMEDAL";3334,44
"293190 TUCANO";4420,17
"293200 UAUA";3995,61
"293210 UBAIRA";4642,88
"293220 UBAITABA";6649,92
"293230 UBATA";4347,50
"293240 UIBAI";3888,15
"293245 UMBURANAS";3103,00
"293250 UNA";9509,50
"293260 URANDI";6138,46
"293270 URUCUCA";5182,23
"293280 UTINGA";4124,69
"293290 VALENCA";8567,14
"293300 VALENTE";4507,67
"293305 VARZEA DA ROCA";3413,97
"293310 VARZEA DO POCO";4181,83
"293315 VARZEA NOVA";3973,02
"293317 VARZEDO";4863,60
"293320 VERA CRUZ";7149,45
"293325 VEREDA";9378,16
"293330 VITORIA DA CONQUISTA";11342,04
"293340 WAGNER";4484,67
"293345 WANDERLEY";5281,52
"293350 WENCESLAU GUIMARAES";7267,95
"293360 XIQUE-XIQUE";4280,58
"310010 ABADIA DOS DOURADOS";9513,41
"310020 ABAETE";9968,68
"310030 ABRE CAMPO";8023,46
"310040 ACAIACA";5710,70
"310050 ACUCENA";4752,73
"310060 AGUA BOA";4879,61
"310070 AGUA COMPRIDA";38963,44
"310080 AGUANIL";7215,62
"310090 AGUAS FORMOSAS";5336,55
"310100 AGUAS VERMELHAS";10399,23
"310110 AIMORES";10713,20
"310120 AIURUOCA";7609,49
"310130 ALAGOA";6837,03
"310140 ALBERTINA";10566,31
"310150 ALEM PARAIBA";16308,29
"310160 ALFENAS";17348,06
"310163 ALFREDO VASCONCELOS";7141,00
"310170 ALMENARA";6813,45
"310180 ALPERCATA";5463,04
"310190 ALPINOPOLIS";10942,98
"310200 ALTEROSA";7887,14
"310205 ALTO CAPARAO";7218,85
"310210 ALTO RIO DOCE";6509,12
"310220 ALVARENGA";4878,18
"310230 ALVINOPOLIS";10107,88
"310240 ALVORADA DE MINAS";6184,22
"310250 AMPARO DO SERRA";4808,94
"310260 ANDRADAS";12959,82
"310270 CACHOEIRA DE PAJEU";7008,31
"310280 ANDRELANDIA";8026,63
"310285 ANGELANDIA";5642,03
"310290 ANTONIO CARLOS";9424,76
"310300 ANTONIO DIAS";8006,60
"310310 ANTONIO PRADO DE MINAS";12688,37
"310320 ARACAI";14371,77
"310330 ARACITABA";6055,99
"310340 ARACUAI";5438,22
"310350 ARAGUARI";20506,80
"310360 ARANTINA";9499,37
"310370 ARAPONGA";4972,63
"310375 ARAPORA";142155,79
"310380 ARAPUA";17604,28
"310390 ARAUJOS";14669,16
"310400 ARAXA";27456,97
"310410 ARCEBURGO";18001,21
"310420 ARCOS";17568,34
"310430 AREADO";8822,99
"310440 ARGIRITA";6532,36
"310445 ARICANDUVA";4816,31
"310450 ARINOS";7101,01
"310460 ASTOLFO DUTRA";12466,44
"310470 ATALEIA";4864,72
"310480 AUGUSTO DE LIMA";8543,61
"310490 BAEPENDI";8200,81
"310500 BALDIM";7688,03
"310510 BAMBUI";10745,65
"310520 BANDEIRA";5082,99
"310530 BANDEIRA DO SUL";6899,91
"310540 BARAO DE COCAIS";32466,15
"310550 BARAO DE MONTE ALTO";4777,23
"310560 BARBACENA";12497,05
"310570 BARRA LONGA";5291,64
"310590 BARROSO";13541,03
"310600 BELA VISTA DE MINAS";11540,88
"310610 BELMIRO BRAGA";8847,44
"310620 BELO HORIZONTE";24934,13
"310630 BELO ORIENTE";52362,44
"310640 BELO VALE";8191,74
"310650 BERILO";4353,49
"310660 BERTOPOLIS";5424,28
"310665 BERIZAL";4806,38
"310670 BETIM";62078,92
"310680 BIAS FORTES";5475,09
"310690 BICAS";8847,34
"310700 BIQUINHAS";8168,74
"310710 BOA ESPERANCA";11047,86
"310720 BOCAINA DE MINAS";8146,00
"310730 BOCAIUVA";8449,14
"310740 BOM DESPACHO";13767,20
"310750 BOM JARDIM DE MINAS";12013,31
"310760 BOM JESUS DA PENHA";14642,43
"310770 BOM JESUS DO AMPARO";6555,80
"310780 BOM JESUS DO GALHO";4828,34
"310790 BOM REPOUSO";6769,94
"310800 BOM SUCESSO";9405,00
"310810 BONFIM";6193,03
"310820 BONFINOPOLIS DE MINAS";15254,24
"310825 BONITO DE MINAS";3515,38
"310830 BORDA DA MATA";9365,08
"310840 BOTELHOS";7931,22
"310850 BOTUMIRIM";4977,43
"310855 BRASILANDIA DE MINAS";7221,25
"310860 BRASILIA DE MINAS";5108,41
"310870 BRAS PIRES";4222,10
"310880 BRAUNAS";16475,61
"310890 BRAZOPOLIS";7272,20
"310900 BRUMADINHO";39269,90
"310910 BUENO BRANDAO";7147,87
"310920 BUENOPOLIS";6179,63
"310925 BUGRE";4357,78
"310930 BURITIS";14742,04
"310940 BURITIZEIRO";10003,34
"310945 CABECEIRA GRANDE";18836,41
"310950 CABO VERDE";9600,05
"310960 CACHOEIRA DA PRATA";8684,50
"310970 CACHOEIRA DE MINAS";11137,87
"310980 CACHOEIRA DOURADA";16833,08
"310990 CAETANOPOLIS";14548,17
"311000 CAETE";7773,66
"311010 CAIANA";7746,42
"311020 CAJURI";7662,00
"311030 CALDAS";9452,63
"311040 CAMACHO";6872,80
"311050 CAMANDUCAIA";16778,57
"311060 CAMBUI";17834,57
"311070 CAMBUQUIRA";10419,62
"311080 CAMPANARIO";7989,87
"311090 CAMPANHA";10624,81
"311100 CAMPESTRE";9869,45
"311110 CAMPINA VERDE";14626,56
"311115 CAMPO AZUL";5180,78
"311120 CAMPO BELO";10173,88
"311130 CAMPO DO MEIO";6781,24
"311140 CAMPO FLORIDO";29807,29
"311150 CAMPOS ALTOS";11975,83
"311160 CAMPOS GERAIS";10221,96
"311170 CANAA";7827,95
"311180 CANAPOLIS";18383,06
"311190 CANA VERDE";7354,95
"311200 CANDEIAS";8782,65
"311205 CANTAGALO";5047,33
"311210 CAPARAO";8902,13
"311220 CAPELA NOVA";5168,58
"311230 CAPELINHA";7349,45
"311240 CAPETINGA";8400,21
"311250 CAPIM BRANCO";7066,35
"311260 CAPINOPOLIS";13480,05
"311265 CAPITAO ANDRADE";5211,62
"311270 CAPITAO ENEAS";10996,61
"311280 CAPITOLIO";13000,47
"311290 CAPUTIRA";5270,94
"311300 CARAI";4539,31
"311310 CARANAIBA";4687,95
"311320 CARANDAI";12492,20
"311330 CARANGOLA";8991,68
"311340 CARATINGA";10100,32
"311350 CARBONITA";5745,43
"311360 CAREACU";10978,86
"311370 CARLOS CHAGAS";12672,12
"311380 CARMESIA";6027,22
"311390 CARMO DA CACHOEIRA";9844,82
"311400 CARMO DA MATA";8264,32
"311410 CARMO DE MINAS";7245,43
"311420 CARMO DO CAJURU";11386,98
"311430 CARMO DO PARANAIBA";12037,79
"311440 CARMO DO RIO CLARO";10838,56
"311450 CARMOPOLIS DE MINAS";11856,44
"311455 CARNEIRINHO";17583,84
"311460 CARRANCAS";8271,09
"311470 CARVALHOPOLIS";9259,21
"311480 CARVALHOS";5860,44
"311490 CASA GRANDE";9107,40
"311500 CASCALHO RICO";11293,19
"311510 CASSIA";10898,52
"311520 CONCEICAO DA BARRA DE MINAS";5937,12
"311530 CATAGUASES";14582,68
"311535 CATAS ALTAS";61565,48
"311540 CATAS ALTAS DA NORUEGA";4246,30
"311545 CATUJI";5170,35
"311547 CATUTI";4686,74
"311550 CAXAMBU";9083,75
"311560 CEDRO DO ABAETE";7960,88
"311570 CENTRAL DE MINAS";5670,88
"311580 CENTRALINA";8946,91
"311590 CHACARA";8394,06
"311600 CHALE";5363,19
"311610 CHAPADA DO NORTE";3542,80
"311615 CHAPADA GAUCHA";6925,23
"311620 CHIADOR";8551,11
"311630 CIPOTANEA";4199,07
"311640 CLARAVAL";11470,03
"311650 CLARO DOS POCOES";5757,94
"311660 CLAUDIO";12421,77
"311670 COIMBRA";8292,03
"311680 COLUNA";4525,28
"311690 COMENDADOR GOMES";25660,28
"311700 COMERCINHO";4756,06
"311710 CONCEICAO DA APARECIDA";10237,62
"311720 CONCEICAO DAS PEDRAS";8819,22
"311730 CONCEICAO DAS ALAGOAS";21201,38
"311740 CONCEICAO DE IPANEMA";5250,45
"311750 CONCEICAO DO MATO DENTRO";8722,01
"311760 CONCEICAO DO PARA";30979,04
"311770 CONCEICAO DO RIO VERDE";8605,37
"311780 CONCEICAO DOS OUROS";11225,04
"311783 CONEGO MARINHO";4141,02
"311787 CONFINS";98021,21
"311790 CONGONHAL";10287,28
"311800 CONGONHAS";39629,16
"311810 CONGONHAS DO NORTE";4245,11
"311820 CONQUISTA";17990,08
"311830 CONSELHEIRO LAFAIETE";9678,54
"311840 CONSELHEIRO PENA";7183,13
"311850 CONSOLACAO";7225,52
"311860 CONTAGEM";31770,53
"311870 COQUEIRAL";8625,77
"311880 CORACAO DE JESUS";4922,60
"311890 CORDISBURGO";6205,20
"311900 CORDISLANDIA";9270,39
"311910 CORINTO";6825,02
"311920 COROACI";5311,03
"311930 COROMANDEL";17339,27
"311940 CORONEL FABRICIANO";8867,11
"311950 CORONEL MURTA";4648,76
"311960 CORONEL PACHECO";7297,07
"311970 CORONEL XAVIER CHAVES";8678,43
"311980 CORREGO DANTA";12955,33
"311990 CORREGO DO BOM JESUS";4983,93
"311995 CORREGO FUNDO";19142,53
"312000 CORREGO NOVO";6796,49
"312010 COUTO DE MAGALHAES DE MINAS";6266,94
"312015 CRISOLITA";4934,15
"312020 CRISTAIS";8084,78
"312030 CRISTALIA";4873,72
"312040 CRISTIANO OTONI";8277,99
"312050 CRISTINA";9026,70
"312060 CRUCILANDIA";6720,21
"312070 CRUZEIRO DA FORTALEZA";10490,91
"312080 CRUZILIA";7221,10
"312083 CUPARAQUE";5461,80
"312087 CURRAL DE DENTRO";5509,29
"312090 CURVELO";10783,88
"312100 DATAS";4875,62
"312110 DELFIM MOREIRA";6357,38
"312120 DELFINOPOLIS";12768,50
"312125 DELTA";29048,92
"312130 DESCOBERTO";7772,54
"312140 DESTERRO DE ENTRE RIOS";5489,41
"312150 DESTERRO DO MELO";6815,07
"312160 DIAMANTINA";8342,63
"312170 DIOGO DE VASCONCELOS";5218,61
"312180 DIONISIO";4775,57
"312190 DIVINESIA";7015,20
"312200 DIVINO";5911,26
"312210 DIVINO DAS LARANJEIRAS";5222,79
"312220 DIVINOLANDIA DE MINAS";4289,51
"312230 DIVINOPOLIS";16115,85
"312235 DIVISA ALEGRE";9118,68
"312240 DIVISA NOVA";8158,55
"312245 DIVISOPOLIS";4691,44
"312247 DOM BOSCO";7401,52
"312250 DOM CAVATI";5341,14
"312260 DOM JOAQUIM";5852,82
"312270 DOM SILVERIO";9439,44
"312280 DOM VICOSO";5446,06
"312290 DONA EUSEBIA";6018,98
"312300 DORES DE CAMPOS";11899,89
"312310 DORES DE GUANHAES";6013,24
"312320 DORES DO INDAIA";8766,14
"312330 DORES DO TURVO";4657,78
"312340 DORESOPOLIS";10625,50
"312350 DOURADOQUARA";14451,33
"312352 DURANDE";6598,96
"312360 ELOI MENDES";12345,39
"312370 ENGENHEIRO CALDAS";6348,22
"312380 ENGENHEIRO NAVARRO";5518,18
"312385 ENTRE FOLHAS";4870,83
"312390 ENTRE RIOS DE MINAS";6930,82
"312400 ERVALIA";8410,01
"312410 ESMERALDAS";5422,13
"312420 ESPERA FELIZ";7895,95
"312430 ESPINOSA";4816,81
"312440 ESPIRITO SANTO DO DOURADO";7412,21
"312450 ESTIVA";12961,44
"312460 ESTRELA DALVA";7037,38
"312470 ESTRELA DO INDAIA";14482,15
"312480 ESTRELA DO SUL";60209,56
"312490 EUGENOPOLIS";6564,27
"312500 EWBANK DA CAMARA";5797,17
"312510 EXTREMA";66065,95
"312520 FAMA";11618,37
"312530 FARIA LEMOS";8099,86
"312540 FELICIO DOS SANTOS";4771,49
"312550 SAO GONCALO DO RIO PRETO";5749,92
"312560 FELISBURGO";4796,86
"312570 FELIXLANDIA";13166,43
"312580 FERNANDES TOURINHO";5969,75
"312590 FERROS";5838,60
"312595 FERVEDOURO";5340,19
"312600 FLORESTAL";7856,35
"312610 FORMIGA";13533,47
"312620 FORMOSO";9799,75
"312630 FORTALEZA DE MINAS";66427,17
"312640 FORTUNA DE MINAS";7867,77
"312650 FRANCISCO BADARO";3429,72
"312660 FRANCISCO DUMONT";5987,78
"312670 FRANCISCO SA";6045,08
"312675 FRANCISCOPOLIS";4505,18
"312680 FREI GASPAR";5366,89
"312690 FREI INOCENCIO";5654,94
"312695 FREI LAGONEGRO";4515,00
"312700 FRONTEIRA";50418,39
"312705 FRONTEIRA DOS VALES";4466,62
"312707 FRUTA DE LEITE";3891,85
"312710 FRUTAL";14449,73
"312720 FUNILANDIA";6922,64
"312730 GALILEIA";5727,24
"312733 GAMELEIRAS";5516,13
"312735 GLAUCILANDIA";5297,19
"312737 GOIABEIRA";5798,28
"312738 GOIANA";6721,12
"312740 GONCALVES";7401,50
"312750 GONZAGA";4040,80
"312760 GOUVEIA";8041,41
"312770 GOVERNADOR VALADARES";13130,74
"312780 GRAO MOGOL";15752,30
"312790 GRUPIARA";10932,81
"312800 GUANHAES";10064,51
"312810 GUAPE";7557,69
"312820 GUARACIABA";4333,15
"312825 GUARACIAMA";5175,19
"312830 GUARANESIA";14449,43
"312840 GUARANI";7741,39
"312850 GUARARA";8343,30
"312860 GUARDA-MOR";28157,76
"312870 GUAXUPE";20251,56
"312880 GUIDOVAL";9910,66
"312890 GUIMARANIA";8968,81
"312900 GUIRICEMA";6853,74
"312910 GURINHATA";11035,04
"312920 HELIODORA";8487,72
"312930 IAPU";4623,90
"312940 IBERTIOGA";6536,20
"312950 IBIA";20827,29
"312960 IBIAI";4740,74
"312965 IBIRACATU";4076,55
"312970 IBIRACI";32737,02
"312980 IBIRITE";8865,00
"312990 IBITIURA DE MINAS";8795,86
"313000 IBITURUNA";8422,34
"313005 ICARAI DE MINAS";3752,28
"313010 IGARAPE";14714,59
"313020 IGARATINGA";9405,80
"313030 IGUATAMA";26687,69
"313040 IJACI";51412,44
"313050 ILICINEA";8799,93
"313055 IMBE DE MINAS";5126,34
"313060 INCONFIDENTES";7974,16
"313065 INDAIABIRA";4347,44
"313070 INDIANOPOLIS";58946,29
"313080 INGAI";10543,92
"313090 INHAPIM";5795,63
"313100 INHAUMA";10072,30
"313110 INIMUTABA";8027,57
"313115 IPABA";3845,99
"313120 IPANEMA";6452,54
"313130 IPATINGA";31519,12
"313140 IPIACU";10857,20
"313150 IPUIUNA";8933,44
"313160 IRAI DE MINAS";15082,27
"313170 ITABIRA";37849,15
"313180 ITABIRINHA";5008,80
"313190 ITABIRITO";41378,26
"313200 ITACAMBIRA";5917,07
"313210 ITACARAMBI";5756,32
"313220 ITAGUARA";9236,24
"313230 ITAIPE";4215,11
"313240 ITAJUBA";22042,80
"313250 ITAMARANDIBA";7036,98
"313260 ITAMARATI DE MINAS";16632,40
"313270 ITAMBACURI";7032,76
"313280 ITAMBE DO MATO DENTRO";5263,92
"313290 ITAMOGI";9315,72
"313300 ITAMONTE";19073,93
"313310 ITANHANDU";20932,01
"313320 ITANHOMI";5392,26
"313330 ITAOBIM";7173,25
"313340 ITAPAGIPE";15130,69
"313350 ITAPECERICA";9458,87
"313360 ITAPEVA";14282,31
"313370 ITATIAIUCU";98296,35
"313375 ITAU DE MINAS";34736,50
"313380 ITAUNA";19419,11
"313390 ITAVERAVA";4092,06
"313400 ITINGA";4458,22
"313410 ITUETA";6757,68
"313420 ITUIUTABA";17365,40
"313430 ITUMIRIM";5218,00
"313440 ITURAMA";40162,39
"313450 ITUTINGA";14764,01
"313460 JABOTICATUBAS";5762,00
"313470 JACINTO";4567,09
"313480 JACUI";7679,54
"313490 JACUTINGA";13449,14
"313500 JAGUARACU";13311,91
"313505 JAIBA";6946,00
"313507 JAMPRUCA";6629,21
"313510 JANAUBA";7333,41
"313520 JANUARIA";5205,36
"313530 JAPARAIBA";8719,33
"313535 JAPONVAR";3741,30
"313540 JECEABA";31602,71
"313545 JENIPAPO DE MINAS";3793,35
"313550 JEQUERI";5566,54
"313560 JEQUITAI";5233,73
"313570 JEQUITIBA";13660,36
"313580 JEQUITINHONHA";4501,95
"313590 JESUANIA";6905,41
"313600 JOAIMA";4384,41
"313610 JOANESIA";7551,13
"313620 JOAO MONLEVADE";23198,71
"313630 JOAO PINHEIRO";13593,09
"313640 JOAQUIM FELICIO";6681,99
"313650 JORDANIA";4164,65
"313652 JOSE GONCALVES DE MINAS";3876,37
"313655 JOSE RAYDAN";6024,05
"313657 JOSENOPOLIS";4983,07
"313660 NOVA UNIAO";7337,81
"313665 JUATUBA";36382,36
"313670 JUIZ DE FORA";19361,50
"313680 JURAMENTO";6129,89
"313690 JURUAIA";9158,93
"313695 JUVENILIA";4463,69
"313700 LADAINHA";4236,22
"313710 LAGAMAR";10522,80
"313720 LAGOA DA PRATA";17116,10
"313730 LAGOA DOS PATOS";6492,07
"313740 LAGOA DOURADA";7393,77
"313750 LAGOA FORMOSA";8561,86
"313753 LAGOA GRANDE";10810,48
"313760 LAGOA SANTA";18741,47
"313770 LAJINHA";8539,67
"313780 LAMBARI";9141,69
"313790 LAMIM";5366,26
"313800 LARANJAL";6991,57
"313810 LASSANCE";12173,08
"313820 LAVRAS";16196,17
"313830 LEANDRO FERREIRA";7136,53
"313835 LEME DO PRADO";4833,63
"313840 LEOPOLDINA";11311,93
"313850 LIBERDADE";8700,23
"313860 LIMA DUARTE";7478,73
"313862 LIMEIRA DO OESTE";19756,05
"313865 LONTRA";3531,16
"313867 LUISBURGO";7489,69
"313868 LUISLANDIA";4570,80
"313870 LUMINARIAS";7352,37
"313880 LUZ";13913,88
"313890 MACHACALIS";5088,38
"313900 MACHADO";15387,45
"313910 MADRE DE DEUS DE MINAS";10170,02
"313920 MALACACHETA";4975,11
"313925 MAMONAS";3632,94
"313930 MANGA";5203,08
"313940 MANHUACU";13939,30
"313950 MANHUMIRIM";10528,53
"313960 MANTENA";7604,57
"313970 MARAVILHAS";10540,19
"313980 MAR DE ESPANHA";8530,85
"313990 MARIA DA FE";6068,68
"314000 MARIANA";68245,16
"314010 MARILAC";5143,68
"314015 MARIO CAMPOS";5651,19
"314020 MARIPA DE MINAS";8397,49
"314030 MARLIERIA";5424,65
"314040 MARMELOPOLIS";7844,02
"314050 MARTINHO CAMPOS";12356,22
"314053 MARTINS SOARES";10443,32
"314055 MATA VERDE";3966,55
"314060 MATERLANDIA";5415,80
"314070 MATEUS LEME";14521,30
"314080 MATIAS BARBOSA";28914,91
"314085 MATIAS CARDOSO";6752,10
"314090 MATIPO";9682,51
"314100 MATO VERDE";5208,01
"314110 MATOZINHOS";20450,42
"314120 MATUTINA";10066,57
"314130 MEDEIROS";15186,64
"314140 MEDINA";5632,47
"314150 MENDES PIMENTEL";5831,07
"314160 MERCES";5786,44
"314170 MESQUITA";4369,69
"314180 MINAS NOVAS";4476,10
"314190 MINDURI";9313,89
"314200 MIRABELA";4467,26
"314210 MIRADOURO";8844,94
"314220 MIRAI";9634,00
"314225 MIRAVANIA";7937,31
"314230 MOEDA";6522,54
"314240 MOEMA";6411,21
"314250 MONJOLOS";7771,92
"314260 MONSENHOR PAULO";14079,23
"314270 MONTALVANIA";5110,14
"314280 MONTE ALEGRE DE MINAS";13465,73
"314290 MONTE AZUL";4562,61
"314300 MONTE BELO";11413,78
"314310 MONTE CARMELO";16169,64
"314315 MONTE FORMOSO";3692,36
"314320 MONTE SANTO DE MINAS";10415,14
"314330 MONTES CLAROS";13364,53
"314340 MONTE SIAO";11253,32
"314345 MONTEZUMA";4131,48
"314350 MORADA NOVA DE MINAS";11248,30
"314360 MORRO DA GARCA";13912,36
"314370 MORRO DO PILAR";5482,94
"314380 MUNHOZ";5502,41
"314390 MURIAE";12119,65
"314400 MUTUM";6772,18
"314410 MUZAMBINHO";10994,13
"314420 NACIP RAYDAN";5250,07
"314430 NANUQUE";12833,14
"314435 NAQUE";5179,24
"314437 NATALANDIA";6531,44
"314440 NATERCIA";8778,20
"314450 NAZARENO";13741,05
"314460 NEPOMUCENO";8812,39
"314465 NINHEIRA";4065,69
"314467 NOVA BELEM";6302,11
"314470 NOVA ERA";15644,05
"314480 NOVA LIMA";66483,19
"314490 NOVA MODICA";5867,75
"314500 NOVA PONTE";53471,64
"314505 NOVA PORTEIRINHA";6605,96
"314510 NOVA RESENDE";11237,16
"314520 NOVA SERRANA";13709,23
"314530 NOVO CRUZEIRO";3658,60
"314535 NOVO ORIENTE DE MINAS";4060,93
"314537 NOVORIZONTE";4623,80
"314540 OLARIA";6469,42
"314545 OLHOS-D'AGUA";8931,82
"314550 OLIMPIO NORONHA";7958,72
"314560 OLIVEIRA";11002,89
"314570 OLIVEIRA FORTES";7439,47
"314580 ONCA DE PITANGUI";8441,47
"314585 ORATORIOS";6120,07
"314587 ORIZANIA";4597,96
"314590 OURO BRANCO";58238,08
"314600 OURO FINO";12598,42
"314610 OURO PRETO";53023,72
"314620 OURO VERDE DE MINAS";4554,86
"314625 PADRE CARVALHO";4901,67
"314630 PADRE PARAISO";5057,04
"314640 PAINEIRAS";8046,86
"314650 PAINS";20262,81
"314655 PAI PEDRO";4307,37
"314660 PAIVA";7609,53
"314670 PALMA";5883,09
"314675 PALMOPOLIS";3652,34
"314690 PAPAGAIOS";11308,41
"314700 PARACATU";20057,66
"314710 PARA DE MINAS";18694,05
"314720 PARAGUACU";13101,47
"314730 PARAISOPOLIS";16038,83
"314740 PARAOPEBA";12862,99
"314750 PASSABEM";5956,50
"314760 PASSA QUATRO";13726,46
"314770 PASSA TEMPO";11550,74
"314780 PASSA-VINTE";6519,47
"314790 PASSOS";13246,17
"314795 PATIS";4330,05
"314800 PATOS DE MINAS";14347,63
"314810 PATROCINIO";15506,41
"314820 PATROCINIO DO MURIAE";7611,28
"314830 PAULA CANDIDO";5104,74
"314840 PAULISTAS";5036,11
"314850 PAVAO";4974,20
"314860 PECANHA";5863,17
"314870 PEDRA AZUL";5738,05
"314875 PEDRA BONITA";5865,94
"314880 PEDRA DO ANTA";4719,30
"314890 PEDRA DO INDAIA";13930,56
"314900 PEDRA DOURADA";8912,30
"314910 PEDRALVA";6646,36
"314915 PEDRAS DE MARIA DA CRUZ";3964,95
"314920 PEDRINOPOLIS";15378,52
"314930 PEDRO LEOPOLDO";19354,63
"314940 PEDRO TEIXEIRA";6653,98
"314950 PEQUERI";7649,17
"314960 PEQUI";7555,28
"314970 PERDIGAO";8510,24
"314980 PERDIZES";22402,50
"314990 PERDOES";14272,80
"314995 PERIQUITO";6772,39
"315000 PESCADOR";5837,85
"315010 PIAU";10756,36
"315015 PIEDADE DE CARATINGA";6232,77
"315020 PIEDADE DE PONTE NOVA";6391,42
"315030 PIEDADE DO RIO GRANDE";24382,03
"315040 PIEDADE DOS GERAIS";5830,71
"315050 PIMENTA";10161,72
"315053 PINGO-D'AGUA";5652,06
"315057 PINTOPOLIS";4455,01
"315060 PIRACEMA";7788,41
"315070 PIRAJUBA";27817,07
"315080 PIRANGA";4592,59
"315090 PIRANGUCU";6468,29
"315100 PIRANGUINHO";6114,29
"315110 PIRAPETINGA";34772,94
"315120 PIRAPORA";21641,35
"315130 PIRAUBA";6763,39
"315140 PITANGUI";9925,73
"315150 PIUMHI";15021,84
"315160 PLANURA";26922,42
"315170 POCO FUNDO";9481,63
"315180 POCOS DE CALDAS";24541,86
"315190 POCRANE";4918,70
"315200 POMPEU";12052,24
"315210 PONTE NOVA";13665,69
"315213 PONTO CHIQUE";5613,85
"315217 PONTO DOS VOLANTES";5002,00
"315220 PORTEIRINHA";4553,61
"315230 PORTO FIRME";5415,47
"315240 POTE";4860,95
"315250 POUSO ALEGRE";23881,35
"315260 POUSO ALTO";11323,12
"315270 PRADOS";7376,66
"315280 PRATA";20948,63
"315290 PRATAPOLIS";11784,22
"315300 PRATINHA";13803,60
"315310 PRESIDENTE BERNARDES";4206,17
"315320 PRESIDENTE JUSCELINO";6464,56
"315330 PRESIDENTE KUBITSCHEK";4908,11
"315340 PRESIDENTE OLEGARIO";12065,31
"315350 ALTO JEQUITIBA";9958,20
"315360 PRUDENTE DE MORAIS";7254,50
"315370 QUARTEL GERAL";9738,25
"315380 QUELUZITO";8189,08
"315390 RAPOSOS";4243,71
"315400 RAUL SOARES";6348,18
"315410 RECREIO";5431,03
"315415 REDUTO";7220,79
"315420 RESENDE COSTA";6482,00
"315430 RESPLENDOR";9871,45
"315440 RESSAQUINHA";17941,39
"315445 RIACHINHO";6018,12
"315450 RIACHO DOS MACHADOS";3615,83
"315460 RIBEIRAO DAS NEVES";5849,72
"315470 RIBEIRAO VERMELHO";14007,97
"315480 RIO ACIMA";17938,49
"315490 RIO CASCA";9406,58
"315500 RIO DOCE";6653,04
"315510 RIO DO PRADO";4964,12
"315520 RIO ESPERA";3978,20
"315530 RIO MANSO";8510,96
"315540 RIO NOVO";6613,11
"315550 RIO PARANAIBA";23312,39
"315560 RIO PARDO DE MINAS";4914,28
"315570 RIO PIRACICABA";30590,31
"315580 RIO POMBA";8301,86
"315590 RIO PRETO";6554,20
"315600 RIO VERMELHO";4426,69
"315610 RITAPOLIS";6188,91
"315620 ROCHEDO DE MINAS";6417,16
"315630 RODEIRO";36243,88
"315640 ROMARIA";23038,87
"315645 ROSARIO DA LIMEIRA";6609,89
"315650 RUBELITA";4051,34
"315660 RUBIM";4680,17
"315670 SABARA";10790,71
"315680 SABINOPOLIS";6091,65
"315690 SACRAMENTO";23682,22
"315700 SALINAS";7640,83
"315710 SALTO DA DIVISA";6725,50
